Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Label Themes,Catalog,Primary Shape,Secondary Shape,Filename,Internal ID,Unique Entry ID,category
satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin2.png,Berry red,No,1600,400,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party; theatrical,For sale,Balloon,N,TopsTexOnepieceBalloonNSatin2,7943,BswBz2tKc6KjZHai3,dresses
satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin3.png,Purple,No,1600,400,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party; theatrical,For sale,Balloon,N,TopsTexOnepieceBalloonNSatin3,7944,nuZ8p5wjbtgSfGFpq,dresses
satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin4.png,Pink,No,1600,400,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party; theatrical,For sale,Balloon,N,TopsTexOnepieceBalloonNSatin4,7945,4PazY6CPKcYG853bC,dresses
school smock,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLSchoolsmockNavy.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLSchoolsmockNavy.png,Blue,No,2000,500,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,formal,For sale,Box,L,TopsTexOnepieceBoxLSchoolsmockNavy,5567,Fn9HMhNM7X3fcXA7w,dresses
security uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLPoliceNavy.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPoliceNavy.png,Navy blue,No,2240,560,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,formal; work,For sale,Overall,L,TopsTexOnepieceOverallLPoliceNavy,3565,ZYAf7Fapxej7w65xx,dresses
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl0.png,Black,No,2000,500,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,Rib,L,TopsTexOnepieceRibLShawl0,4489,94qmidkBKP7pPtEaJ,dresses
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl1.png,Ochre,No,2000,500,Orange,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,Rib,L,TopsTexOnepieceRibLShawl1,8595,MfKkMEJx8bLmqz47x,dresses
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl2.png,Green,No,2000,500,Green,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,Rib,L,TopsTexOnepieceRibLShawl2,8596,AAD3e8vu73db6EH2s,dresses
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl3.png,Red,No,2000,500,Red,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,Rib,L,TopsTexOnepieceRibLShawl3,8597,9o4vMruAXj3K4u2md,dresses
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep0.png,White,No,1700,425,White,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,Rib,N,TopsTexOnepieceRibNSheep0,4431,oQgFFZf8QXnuhcNzZ,dresses
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep1.png,Pink,No,1700,425,Pink,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,Rib,N,TopsTexOnepieceRibNSheep1,9635,ijsXG5Yo6Tnh4NYdi,dresses
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep2.png,Light blue,No,1700,425,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,Rib,N,TopsTexOnepieceRibNSheep2,9636,axRoBAAbPMHvWXESy,dresses
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep3.png,Brown,No,1700,425,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,Rib,N,TopsTexOnepieceRibNSheep3,9637,MH9MP4ibb4aSsQDqc,dresses
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid0.png,Pink,No,3500,875,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N,TopsTexOnepieceAlongNMermaid0,4657,PL2y8BwTDFMLkoL7h,dresses
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid1.png,Blue,No,3500,875,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N,TopsTexOnepieceAlongNMermaid1,8246,cDET9RSWRKLHNj3zo,dresses
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid2.png,Yellow,No,3500,875,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N,TopsTexOnepieceAlongNMermaid2,8247,qwqnysjizyqQifLfQ,dresses
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid3.png,Mint,No,3500,875,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N,TopsTexOnepieceAlongNMermaid3,8248,eSYqNd8WAFmYLWriZ,dresses
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid4.png,Red,No,3500,875,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N,TopsTexOnepieceAlongNMermaid4,8249,G3etertjgwY9q2qpW,dresses
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid5.png,Purple,No,3500,875,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,For sale,A-long,N,TopsTexOnepieceAlongNMermaid5,8250,txPF8xBG6WmxLBTjr,dresses
shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt0.png,Navy blue,No,1600,400,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,Box,L,TopsTexOnepieceBoxLShirt0,3386,Qj9YzgCyGXzmXZHXN,dresses
shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt1.png,Beige,No,1600,400,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,Box,L,TopsTexOnepieceBoxLShirt1,8949,atqTiXb2GoHX43vci,dresses
shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt2.png,Olive,No,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,Box,L,TopsTexOnepieceBoxLShirt2,8950,RmdJp9KDJTuQvTtDA,dresses
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison0.png,Brown,No,1680,420,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; vacation,For sale,Salopette,N,TopsTexOnepieceSalopetteNCombinaison0,4617,K44QTdGfj4NZagp4y,dresses
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison1.png,Light blue,No,1680,420,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; vacation,For sale,Salopette,N,TopsTexOnepieceSalopetteNCombinaison1,8022,LRoJm3BewfyodbjRw,dresses
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison2.png,Blue,No,1680,420,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; vacation,For sale,Salopette,N,TopsTexOnepieceSalopetteNCombinaison2,8023,2P6mgT69hYvLgpWti,dresses
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison3.png,Pink,No,1680,420,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; vacation,For sale,Salopette,N,TopsTexOnepieceSalopetteNCombinaison3,8024,K76M9wwJ9w3vQ33fu,dresses
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison4.png,Black,No,1680,420,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; vacation,For sale,Salopette,N,TopsTexOnepieceSalopetteNCombinaison4,8025,WcnwgprjRvD6jPwZJ,dresses
simple checkered dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPlaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPlaid0.png,Pink,No,1200,300,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; vacation,For sale,A-line,N,TopsTexOnepieceAlineNPlaid0,8509,bPL69G2vFoWNGSyTW,dresses
simple checkered dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPlaid1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPlaid1.png,Green,No,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; vacation,For sale,A-line,N,TopsTexOnepieceAlineNPlaid1,12096,mDoFd7voYYMpHFHTP,dresses
simple checkered dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPlaid2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPlaid2.png,Beige,No,1200,300,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; vacation,For sale,A-line,N,TopsTexOnepieceAlineNPlaid2,12097,dxqzdMCwXYQvnihpW,dresses
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi0.png,Pale green,No,2480,620,Green,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi0,6026,CQNsWPGrfsj2cakRs,dresses
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi1.png,Wisteria,No,2480,620,Purple,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi1,9004,TtjYMaTCsj4rSMK2T,dresses
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi2.png,Pink,No,2480,620,Pink,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi2,9005,hJTKunpyMdErGDBd3,dresses
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi3.png,Indigo blue,No,2480,620,Blue,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi3,9006,gNjic463etEuEg7Nd,dresses
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi4.png,Orange,No,2480,620,Orange,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi4,9007,mFu7hHtudvFDbYFKs,dresses
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi5.png,Aqua,No,2480,620,Light blue,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi5,9008,Zfd2BttCu7hWbfgmi,dresses
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi6.png,Yellow,No,2480,620,Yellow,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi6,9009,wBaYAaaSgAseL4N7z,dresses
simple visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLHomongi7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLHomongi7.png,Gray,No,2480,620,Gray,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,formal; party,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi7,9010,TmqQqfrD8sTyEaFfz,dresses
simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot0.png,Red,No,1200,300,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,A-line,N,TopsTexOnepieceAlineNSimpledot0,8188,5qjijdG3kTgQudqRT,dresses
simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot1.png,Yellow,No,1200,300,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,A-line,N,TopsTexOnepieceAlineNSimpledot1,12106,dd9JvNWK4c7nndhuK,dresses
simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot2.png,Light blue,No,1200,300,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,A-line,N,TopsTexOnepieceAlineNSimpledot2,12107,T4EBigTnpN2rwwJjK,dresses
simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot3.png,Green,No,1200,300,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,A-line,N,TopsTexOnepieceAlineNSimpledot3,12108,LzSQhdPTLkTL9YWSy,dresses
simple-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNSimpledot4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNSimpledot4.png,Black,No,1200,300,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,A-line,N,TopsTexOnepieceAlineNSimpledot4,12109,ZeyCqLhQXvjTg3gFL,dresses
skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt0.png,Red,No,1600,400,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday,For sale,A-line,H,TopsTexOnepieceAlineHSuspendersskirt0,3660,pJSepkwozLaRdaZSf,dresses
skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt1.png,Orange,No,1600,400,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday,For sale,A-line,H,TopsTexOnepieceAlineHSuspendersskirt1,9022,pghyCEEReaGbiLhy4,dresses
skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt2.png,Pink,No,1600,400,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday,For sale,A-line,H,TopsTexOnepieceAlineHSuspendersskirt2,9023,ZgSmfx5ZvYxuf3WgD,dresses
skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt3.png,Blue,No,1600,400,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday,For sale,A-line,H,TopsTexOnepieceAlineHSuspendersskirt3,9024,RdFthTe6RcrexPFdg,dresses
skirt with suspenders,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHSuspendersskirt4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHSuspendersskirt4.png,Gray,No,1600,400,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday,For sale,A-line,H,TopsTexOnepieceAlineHSuspendersskirt4,9025,LPeiPMbeHNXkukyi5,dresses
sky-egg outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggsky0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggsky0.png,None,Yes,NFS,1200,Light blue,Red,1x1,Crafting,Obtained after collecting Sky Eggs during Bunny Day Event,1.1.0a,Active,fairy tale; party; theatrical,Not for sale,Rib,N,TopsTexOnepieceRibNEggsky0,12453,ZDf7rEZv9TZxoCsuc,dresses
sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt0.png,Blue,No,1600,400,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,A-line,N,TopsTexOnepieceAlineNShirt0,3387,rxpHXnpvQBXKSzLay,dresses
sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt1.png,White,No,1600,400,White,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,A-line,N,TopsTexOnepieceAlineNShirt1,8951,jBEvorNeWp7XnYEFt,dresses
sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt2.png,Pink,No,1600,400,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,A-line,N,TopsTexOnepieceAlineNShirt2,8952,MtRurCg9umRtEvgXH,dresses
sleeveless shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNShirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNShirt3.png,Lime,No,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,A-line,N,TopsTexOnepieceAlineNShirt3,8953,iEWkL6N8ziHEr38iv,dresses
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina0.png,Red,No,2520,630,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,B-long,,TopsTexOnepieceBlongLChina0,5131,BTiKJBRTf3xmK85DQ,dresses
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina1.png,Green,No,2520,630,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,B-long,,TopsTexOnepieceBlongLChina1,9152,mJZcSzs9pFCY5rMEz,dresses
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina2.png,Navy blue,No,2520,630,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,B-long,,TopsTexOnepieceBlongLChina2,9153,9zzpox4sDPXctEes4,dresses
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina3.png,White,No,2520,630,White,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,B-long,,TopsTexOnepieceBlongLChina3,9154,RprKKZkqdoeSMM9ng,dresses
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina4.png,Pink,No,2520,630,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,B-long,,TopsTexOnepieceBlongLChina4,9155,QawwsHKYhAJup3rHz,dresses
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina5.png,Light blue,No,2520,630,Light blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,B-long,,TopsTexOnepieceBlongLChina5,9156,DYT42Xcf5qQqxLLD9,dresses
sleeveless silk dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLChina6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLChina6.png,Yellow,No,2520,630,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,B-long,,TopsTexOnepieceBlongLChina6,9157,tfg3o66LAqC85NQDX,dresses
sleeveless sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit0.png,Gray,No,1600,400,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; comfy,For sale,Rib,N,TopsTexOnepieceRibNKnit0,3261,MjEAYxjKRarnD6ktC,dresses
sleeveless sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit1.png,Black,No,1600,400,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; comfy,For sale,Rib,N,TopsTexOnepieceRibNKnit1,8010,8cnbkGhPbdPJKGv3h,dresses
sleeveless sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNKnit2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNKnit2.png,White,No,1600,400,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; comfy,For sale,Rib,N,TopsTexOnepieceRibNKnit2,8011,itytn2hZujpPAboEr,dresses
