Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID,category
record box,https://acnhcdn.com/latest/FtrIcon/FtrRecordbox_Remake_6_0.png,Gray,NA,None,Sticker,No,No,Yes,1,2600,650,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_6_0,6_0,8096,ccGRwr7X2LkWmBvPN,miscellaneous
record box,https://acnhcdn.com/latest/FtrIcon/FtrRecordbox_Remake_6_1.png,Gray,NA,Logo,Sticker,No,No,Yes,1,2600,650,Gray,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_6_1,6_1,8096,ThdPXFEEY4Ttn7SbK,miscellaneous
record box,https://acnhcdn.com/latest/FtrIcon/FtrRecordbox_Remake_6_2.png,Gray,NA,Sunset,Sticker,No,No,Yes,1,2600,650,Gray,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_6_2,6_2,8096,3r7qxyWTXa9EPQJe2,miscellaneous
record box,https://acnhcdn.com/latest/FtrIcon/FtrRecordbox_Remake_6_3.png,Gray,NA,Various,Sticker,No,No,Yes,1,2600,650,Gray,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_6_3,6_3,8096,BpC4gNx3FPCttLM5q,miscellaneous
record box,https://acnhcdn.com/latest/FtrIcon/FtrRecordbox_Remake_7_0.png,Pink,NA,None,Sticker,No,No,Yes,1,2600,650,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_7_0,7_0,8096,Bqe7DkPthgCDPfmC2,miscellaneous
record box,https://acnhcdn.com/latest/FtrIcon/FtrRecordbox_Remake_7_1.png,Pink,NA,Logo,Sticker,No,No,Yes,1,2600,650,Pink,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_7_1,7_1,8096,cBTFjrNuvXCKmEnDZ,miscellaneous
record box,https://acnhcdn.com/latest/FtrIcon/FtrRecordbox_Remake_7_2.png,Pink,NA,Sunset,Sticker,No,No,Yes,1,2600,650,Pink,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_7_2,7_2,8096,yiRFukoC7HNdXCYci,miscellaneous
record box,https://acnhcdn.com/latest/FtrIcon/FtrRecordbox_Remake_7_3.png,Pink,NA,Various,Sticker,No,No,Yes,1,2600,650,Pink,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_7_3,7_3,8096,FCzAqvJnzg9FjRSx6,miscellaneous
recycled-can thumb piano,https://acnhcdn.com/latest/FtrIcon/FtrKalimbaCan_Remake_0_0.png,Unlabeled can,Can,NA,NA,Yes,Yes,No,2,NFS,890,Gray,Yellow,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_0_0,0_0,7045,FzWRJnXTDRYnJq4zp,miscellaneous
recycled-can thumb piano,https://acnhcdn.com/latest/FtrIcon/FtrKalimbaCan_Remake_1_0.png,Canned olives,Can,NA,NA,Yes,Yes,No,2,NFS,890,Yellow,Green,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_1_0,1_0,7045,sqxnMQY63k6LBWiCE,miscellaneous
recycled-can thumb piano,https://acnhcdn.com/latest/FtrIcon/FtrKalimbaCan_Remake_2_0.png,Canned fruit,Can,NA,NA,Yes,Yes,No,2,NFS,890,Green,Orange,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_2_0,2_0,7045,KZfc6miqbR5nHQzim,miscellaneous
recycled-can thumb piano,https://acnhcdn.com/latest/FtrIcon/FtrKalimbaCan_Remake_3_0.png,Canned fish,Can,NA,NA,Yes,Yes,No,2,NFS,890,Blue,Orange,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_3_0,3_0,7045,DqMvow6KubLjpmy8w,miscellaneous
recycled-can thumb piano,https://acnhcdn.com/latest/FtrIcon/FtrKalimbaCan_Remake_4_0.png,Canned pasta sauce,Can,NA,NA,Yes,Yes,No,2,NFS,890,Red,Brown,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_4_0,4_0,7045,Mw6N67LbYevur5Zkm,miscellaneous
recycled-can thumb piano,https://acnhcdn.com/latest/FtrIcon/FtrKalimbaCan_Remake_5_0.png,Canned pet food,Can,NA,NA,Yes,Yes,No,2,NFS,890,Black,Brown,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_5_0,5_0,7045,rg2PrS7tEv8JqvXT2,miscellaneous
red dragonfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectAkiakaneToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,540,Red,Red,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectAkiakaneToy,NA,7050,wTKbWiHWAPq6tENrB,miscellaneous
red snapper model,https://acnhcdn.com/latest/FtrIcon/FtrFishTaiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,9000,Red,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishTaiToy,NA,7020,XtAztmk852DGEy2Lz,miscellaneous
Reese & Cyrus photo plate,https://acnhcdn.com/latest/FtrIcon/FtrWeddingDish.png,,,,,No,,,,400,100,Pink,Light blue,1x1,Wedding Season,,1.2.0,party,expensive,wedding,None,Yes,Seasonal Decor,Does not play music,No lighting,Not for sale,FtrWeddingDish,,12565,rXqcQJyqmHQENQHhN,miscellaneous
revolving spice rack,https://acnhcdn.com/latest/FtrIcon/FtrSeasoning_Remake_0_0.png,Brown,NA,NA,NA,No,No,No,NA,1400,350,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrSeasoning_Remake_0_0,0_0,1125,QNjogE7yByhpm7CMb,miscellaneous
revolving spice rack,https://acnhcdn.com/latest/FtrIcon/FtrSeasoning_Remake_1_0.png,Orange,NA,NA,NA,No,No,No,NA,1400,350,Orange,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrSeasoning_Remake_1_0,1_0,1125,6MdWqHT3rg4Pm5Mp4,miscellaneous
revolving spice rack,https://acnhcdn.com/latest/FtrIcon/FtrSeasoning_Remake_2_0.png,White,NA,NA,NA,No,No,No,NA,1400,350,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrSeasoning_Remake_2_0,2_0,1125,yzP2WTbg8HdsqpKxY,miscellaneous
ribbon eel model,https://acnhcdn.com/latest/FtrIcon/FtrFishHanahigeutuboToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1800,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishHanahigeutuboToy,NA,6955,o9u9KmbtGLk5TbCaL,miscellaneous
rice cooker,https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,2500,625,White,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_0_0,0_0,1888,aBrRxuKCzWmsYRcAT,miscellaneous
rice cooker,https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_1_0.png,Silver,NA,NA,NA,No,No,No,NA,2500,625,Gray,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_1_0,1_0,1888,2QzQC5ynkrAd6oxCT,miscellaneous
rice cooker,https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_2_0.png,Brown,NA,NA,NA,No,No,No,NA,2500,625,Brown,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_2_0,2_0,1888,ALtZoeFefk39FLjj3,miscellaneous
rice cooker,https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_3_0.png,Berry red,NA,NA,NA,No,No,No,NA,2500,625,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_3_0,3_0,1888,x667AxEnemNmaoNSg,miscellaneous
rice cooker,https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_4_0.png,Black,NA,NA,NA,No,No,No,NA,2500,625,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_4_0,4_0,1888,KtLtwNi4GnLx2SPaD,miscellaneous
rice grasshopper model,https://acnhcdn.com/latest/FtrIcon/FtrInsectInagoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectInagoToy,NA,7067,gXkAhZF22WrHKpuhD,miscellaneous
ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,69000,17250,Red,Light blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_0_0,0_0,1889,Lj8vhGiTqnCP46s2m,miscellaneous
ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,69000,17250,Blue,Light blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_1_0,1_0,1889,dEfbxzBdgMXfErnS4,miscellaneous
ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_2_0.png,Green,NA,NA,NA,No,No,No,NA,69000,17250,Green,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_2_0,2_0,1889,KHkoK98PM9TXoTbnp,miscellaneous
ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_3_0.png,White,NA,NA,NA,No,No,No,NA,69000,17250,White,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_3_0,3_0,1889,toWAW4caZJcwZFZCa,miscellaneous
ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_4_0.png,Turquoise,NA,NA,NA,No,No,No,NA,69000,17250,Light blue,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_4_0,4_0,1889,XrJFsFqxCJygQmKQW,miscellaneous
ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_5_0.png,Brown,NA,NA,NA,No,No,No,NA,69000,17250,Brown,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_5_0,5_0,1889,2PhSWN46paj4JnEjF,miscellaneous
ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,69000,17250,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_6_0,6_0,1889,ZHQbJE94Zb3YcgenL,miscellaneous
ring,https://acnhcdn.com/latest/FtrIcon/FtrRing_Remake_7_0.png,Pink,NA,NA,NA,No,No,No,NA,69000,17250,Pink,Light blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_7_0,7_0,1889,ZTy5gyKH827vE99so,miscellaneous
ringtoss,https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_0_0.png,Natural,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Orange,Beige,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_0_0,0_0,88,HMyfr4b764APpdwnG,miscellaneous
ringtoss,https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_1_0.png,Colorful,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Red,Colorful,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_1_0,1_0,88,MDKe3ZYciC76m2pf2,miscellaneous
ringtoss,https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_2_0.png,Pastel,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Pink,Colorful,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_2_0,2_0,88,N9Peih7Ag7uH6bg3s,miscellaneous
ringtoss,https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_3_0.png,Cool,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Blue,Colorful,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_3_0,3_0,88,FQsLPZxJxWE3Jdvr8,miscellaneous
robust cicada model,https://acnhcdn.com/latest/FtrIcon/FtrInsectMinminzemiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,900,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectMinminzemiToy,NA,7081,egP3fPDLWicgeKZfm,miscellaneous
rosalia batesi beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectRuriboshikamikiriToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,9000,Blue,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectRuriboshikamikiriToy,NA,7119,EwBSMuKow4iwea9dP,miscellaneous
rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,640,160,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_0_0,0_0,4029,SqPvsHc3vT74k6Zye,miscellaneous
rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,640,160,Beige,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_1_0,1_0,4029,zWYjYJoNGMer5hoJ4,miscellaneous
rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_2_0.png,Green,NA,NA,NA,No,No,No,NA,640,160,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_2_0,2_0,4029,zfyFp3dyBAcB6yZ3m,miscellaneous
rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,640,160,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_3_0,3_0,4029,2z4Bkuccw8TXiKQ7a,miscellaneous
rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_4_0.png,Red,NA,NA,NA,No,No,No,NA,640,160,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_4_0,4_0,4029,ehfFFLywcCtSGg6GJ,miscellaneous
rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_5_0.png,Yellow,NA,NA,NA,No,No,No,NA,640,160,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_5_0,5_0,4029,rzrN2z4kwtKR2MA8h,miscellaneous
rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_6_0.png,Orange,NA,NA,NA,No,No,No,NA,640,160,Orange,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_6_0,6_0,4029,o4FpX27w7Zz8on48w,miscellaneous
rotary phone,https://acnhcdn.com/latest/FtrIcon/FtrPhoneDial_Remake_7_0.png,Silver,NA,NA,NA,No,No,No,NA,640,160,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_7_0,7_0,4029,mSfdka9cWfSX2fFRd,miscellaneous
Rover's briefcase,https://acnhcdn.com/latest/FtrIcon/FtrTrunkXct.png,,,,,No,,,,8000,2000,Brown,Colorful,1x1,,,1.2.0,living room,None,None,None,No,Space,Does not play music,No lighting,Not for sale,FtrTrunkXct,,12472,fAhYzNCTX7mhwzCBJ,miscellaneous
saddled bichir model,https://acnhcdn.com/latest/FtrIcon/FtrFishEndorikeriiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,12000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishEndorikeriiToy,NA,6950,FRXrTFCvrxsSZnCQ4,miscellaneous
salmon model,https://acnhcdn.com/latest/FtrIcon/FtrFishSakeToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,2100,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishSakeToy,NA,7012,m7hC7p7pwDGmrcBAr,miscellaneous
saw shark model,https://acnhcdn.com/latest/FtrIcon/FtrFishNokogirizameToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,36000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishNokogirizameToy,NA,7002,WKyAtYRKbxyuMGCDM,miscellaneous
saw stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectNokogirikuwagataToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,6000,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectNokogirikuwagataToy,NA,5922,E4eq8M8ofgLq3deYN,miscellaneous
scarab beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectPurachinakoganeToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,30000,Beige,Beige,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectPurachinakoganeToy,NA,5929,6WKBLEukLLigxXASE,miscellaneous
Scorpio lamp,https://acnhcdn.com/latest/FtrIcon/FtrZodiacScorpio.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,22125,Yellow,White,1x1,Crafting,,1.0.0,expensive,horror,stars,None,Yes,Lamp,Does not play music,Fluorescent,Not for sale,FtrZodiacScorpio,NA,5962,72LGzRSQCcWFYwgSL,miscellaneous
scorpion model,https://acnhcdn.com/latest/FtrIcon/FtrInsectSasoriToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,24000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectSasoriToy,NA,7094,TRkBzQfGRnmvC7zbC,miscellaneous
sea bass model,https://acnhcdn.com/latest/FtrIcon/FtrFishSuzukiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Gray,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishSuzukiToy,NA,7018,FvvpLj7LjKrxQYCEi,miscellaneous
sea butterfly model,https://acnhcdn.com/latest/FtrIcon/FtrFishKurioneToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,3000,White,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishKurioneToy,NA,6982,SD7xQy7snmfdq8uh4,miscellaneous
sea globe,https://acnhcdn.com/latest/FtrIcon/FtrSeaglobe.png,NA,NA,NA,NA,No,No,No,NA,1200,300,Light blue,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,ocean,None,None,Yes,Seasonal Decor,Does not play music,No lighting,For sale,FtrSeaglobe,NA,1124,2BErpQeXgiice8tbj,miscellaneous
sea horse model,https://acnhcdn.com/latest/FtrIcon/FtrFishTatsunootoshigoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,3300,Orange,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishTatsunootoshigoToy,NA,7021,NiGantevTuqG7Zwqc,miscellaneous
sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,2100,525,White,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_0_0,0_0,1128,h7tHfqMW6CL87MMTL,miscellaneous
sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,2100,525,Light blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_1_0,1_0,1128,8sDGXXX6LndeJF7TN,miscellaneous
sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,2100,525,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_2_0,2_0,1128,Lr5yD3QbySazywCC5,miscellaneous
sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_3_0.png,Pink,NA,NA,NA,No,No,No,NA,2100,525,Pink,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_3_0,3_0,1128,zneo8NC4raCbPLkQa,miscellaneous
sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_4_0.png,Yellow,NA,NA,NA,No,No,No,NA,2100,525,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_4_0,4_0,1128,tPkCbXFkKhj2X4v6w,miscellaneous
sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_5_0.png,Green,NA,NA,NA,No,No,No,NA,2100,525,Green,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_5_0,5_0,1128,A7jS5dRsjAWg6ihms,miscellaneous
sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachine_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,2100,525,Black,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_6_0,6_0,1128,3h6LsqkooHCrpY3jM,miscellaneous
sewing project,https://acnhcdn.com/latest/FtrIcon/FtrSewingset_Remake_0_0.png,Yellow,NA,NA,NA,No,No,No,NA,430,107,Yellow,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Sewing Table,Does not play music,No lighting,For sale,FtrSewingset_Remake_0_0,0_0,3443,RuaTEuoASa4E4cbNn,miscellaneous
